instrument,trial_id,gamble_id,frame,anchor,sure,hi,p,ev_ratio,template_id,safe_first,gamble_letter,model,fmt,p_gamble,ab_mass,excluded,note
p2,711,23,mixed,91,91,626,0.23,1.5822,0,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.22001,0.97322,0,massA=0.214 massB=0.759
p2,152,5,neutral,0,162,381,0.46,1.0819,1,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.98804,0.99799,0,massA=0.0119 massB=0.986
p2,919,30,gain,0,149,447,0.26,0.78,4,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.01133,0.88835,0,massA=0.0101 massB=0.878
p2,747,24,mixed,168,168,214,0.76,0.9681,3,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.15203,0.9087,0,massA=0.138 massB=0.771
p2,129,4,neutral,0,29,71,0.55,1.3466,4,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.02909,0.98998,0,massA=0.0288 massB=0.961
p2,560,18,mixed,41,41,61,0.58,0.8629,0,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.90261,0.94773,0,massA=0.0923 massB=0.855
p2,193,6,gain,0,94,101,0.71,0.7629,1,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.03114,0.99489,0,massA=0.031 massB=0.964
p2,575,19,neutral,0,64,122,0.49,0.9341,2,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.25683,0.99593,0,massA=0.256 massB=0.74
p2,571,19,neutral,0,64,122,0.49,0.9341,0,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.29747,0.99424,0,massA=0.296 massB=0.698
p2,54,1,mixed,58,58,116,0.66,1.32,2,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.88243,0.95523,0,massA=0.112 massB=0.843
p2,1042,34,mixed,52,52,96,0.63,1.1631,1,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.99331,0.98999,0,massA=0.00663 massB=0.983
p2,111,3,mixed,46,46,158,0.33,1.1335,0,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.2227,0.9811,0,massA=0.218 massB=0.763
p2,1105,36,mixed,98,98,227,0.47,1.0887,2,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.31405,0.97635,0,massA=0.307 massB=0.67
p2,227,7,gain,0,63,98,0.64,0.9956,3,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.12252,0.95597,0,massA=0.117 massB=0.839
p2,1089,36,neutral,0,98,227,0.47,1.0887,4,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.02315,0.99087,0,massA=0.0229 massB=0.968
p2,727,24,neutral,0,168,214,0.76,0.9681,3,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.2227,0.97455,0,massA=0.217 massB=0.758
p2,399,13,neutral,0,72,88,0.64,0.7822,4,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.03436,0.98453,0,massA=0.0338 massB=0.951
p2,1078,35,mixed,91,91,133,0.68,0.9938,4,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.98446,0.95817,0,massA=0.0149 massB=0.943
p2,496,16,gain,0,139,234,0.6,1.0101,3,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.93858,0.8537,0,massA=0.0524 massB=0.801
p2,1014,33,mixed,142,142,446,0.53,1.6646,2,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.95663,0.9306,0,massA=0.0404 massB=0.89
p2,443,14,mixed,81,81,201,0.68,1.6874,1,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.13478,0.99306,0,massA=0.134 massB=0.859
p2,1224,12,dominant,0,164,181,1.0,1.1037,2,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.79439,0.99409,0,massA=0.204 massB=0.79
p2,41,1,gain,0,58,116,0.66,1.32,0,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.13661,0.97866,0,massA=0.134 massB=0.845
p2,69,2,neutral,0,162,661,0.26,1.0609,4,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.02369,0.96237,0,massA=0.0228 massB=0.94
p2,625,20,mixed,186,186,266,0.63,0.901,2,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.26894,0.9768,0,massA=0.263 massB=0.714
p2,254,8,gain,0,62,263,0.33,1.3998,2,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.67233,0.93176,0,massA=0.305 massB=0.626
p2,528,17,gain,0,117,362,0.42,1.2995,4,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.98188,0.7877,0,massA=0.0143 massB=0.773
p2,276,9,neutral,0,49,153,0.26,0.8118,3,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.97444,0.97637,0,massA=0.025 massB=0.951
p2,929,30,mixed,149,149,447,0.26,0.78,4,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.07264,0.88234,0,massA=0.0641 massB=0.818
p2,700,23,gain,0,91,626,0.23,1.5822,0,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.73716,0.98221,0,massA=0.258 massB=0.724
p2,908,30,neutral,0,149,447,0.26,0.78,4,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.89912,0.98496,0,massA=0.0994 massB=0.886
p2,809,26,mixed,59,59,151,0.36,0.9214,4,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.08389,0.89969,0,massA=0.0755 massB=0.824
p2,207,6,mixed,94,94,101,0.71,0.7629,3,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.14609,0.88041,0,massA=0.129 massB=0.752
p2,216,7,neutral,0,63,98,0.64,0.9956,3,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.96979,0.98155,0,massA=0.0297 massB=0.952
p2,601,20,neutral,0,186,266,0.63,0.901,0,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.30736,0.99336,0,massA=0.305 massB=0.688
p2,317,10,gain,0,111,278,0.58,1.4526,3,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.06371,0.93718,0,massA=0.0597 massB=0.877
p2,1069,35,gain,0,91,133,0.68,0.9938,4,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.02696,0.95333,0,massA=0.0257 massB=0.928
p2,42,1,gain,0,58,116,0.66,1.32,1,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.99155,0.99265,0,massA=0.00838 massB=0.984
p2,1035,34,gain,0,52,96,0.63,1.1631,2,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.21734,0.98427,0,massA=0.214 massB=0.77
p2,475,15,mixed,82,82,113,0.74,1.0198,2,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.22001,0.9431,0,massA=0.207 massB=0.736
p2,610,20,gain,0,186,266,0.63,0.901,0,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.76908,0.9704,0,massA=0.224 massB=0.746
p2,773,25,mixed,124,124,207,0.76,1.2687,1,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.23652,0.99205,0,massA=0.235 massB=0.757
p2,1269,34,dominant,0,52,110,1.0,2.1154,3,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.27047,0.90867,0,massA=0.246 massB=0.663
p2,243,8,neutral,0,62,263,0.33,1.3998,1,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.0248,0.99786,0,massA=0.0247 massB=0.973
p2,416,13,mixed,72,72,88,0.64,0.7822,3,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.74018,0.89679,0,massA=0.233 massB=0.664
p2,1241,20,dominant,0,186,229,1.0,1.2312,2,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.68595,0.9944,0,massA=0.682 massB=0.312
p2,580,19,gain,0,64,122,0.49,0.9341,0,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.66192,0.99031,0,massA=0.335 massB=0.656
p2,754,25,neutral,0,124,207,0.76,1.2687,2,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.63341,0.99145,0,massA=0.363 massB=0.628
p2,1128,37,gain,0,151,252,0.68,1.1348,4,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.99212,0.87045,0,massA=0.00686 massB=0.864
p2,612,20,gain,0,186,266,0.63,0.901,1,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.9923,0.99112,0,massA=0.00763 massB=0.983
p2,549,18,neutral,0,41,61,0.58,0.8629,4,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.03964,0.99168,0,massA=0.0393 massB=0.952
p2,478,15,mixed,82,82,113,0.74,1.0198,4,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.98849,0.94896,0,massA=0.0109 massB=0.938
p2,938,31,neutral,0,51,151,0.29,0.8586,4,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.85195,0.99308,0,massA=0.147 massB=0.846
p2,162,5,gain,0,162,381,0.46,1.0819,1,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.99277,0.98955,0,massA=0.00716 massB=0.982
p2,343,11,gain,0,54,68,0.81,1.02,1,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.03068,0.99588,0,massA=0.0305 massB=0.965
p2,779,25,mixed,124,124,207,0.76,1.2687,4,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.1561,0.93432,0,massA=0.146 massB=0.788
p2,740,24,mixed,168,168,214,0.76,0.9681,0,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.94335,0.95247,0,massA=0.054 massB=0.899
p2,1256,28,dominant,0,132,158,1.0,1.197,3,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.92523,0.91524,0,massA=0.0684 massB=0.847
p2,1159,38,gain,0,183,609,0.38,1.2646,4,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.02096,0.92918,0,massA=0.0195 massB=0.91
p2,229,7,gain,0,63,98,0.64,0.9956,4,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.04468,0.95529,0,massA=0.0427 massB=0.913
p2,12,0,gain,0,186,984,0.26,1.3755,1,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.99271,0.98702,0,massA=0.00719 massB=0.98
p2,8,0,neutral,0,186,984,0.26,1.3755,4,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.89181,0.99041,0,massA=0.107 massB=0.883
p2,449,14,mixed,81,81,201,0.68,1.6874,4,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.1128,0.94835,0,massA=0.107 massB=0.841
p2,1164,38,mixed,183,183,609,0.38,1.2646,2,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.96512,0.93181,0,massA=0.0325 massB=0.899
p2,780,26,neutral,0,59,151,0.36,0.9214,0,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.82446,0.9851,0,massA=0.173 massB=0.812
p2,993,33,neutral,0,142,446,0.53,1.6646,1,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.02162,0.99676,0,massA=0.0215 massB=0.975
p2,1086,36,neutral,0,98,227,0.47,1.0887,3,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.95946,0.98023,0,massA=0.0397 massB=0.94
p2,344,11,gain,0,54,68,0.81,1.02,2,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.67577,0.89762,0,massA=0.291 massB=0.607
p2,266,8,mixed,62,62,263,0.33,1.3998,3,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.68595,0.90599,0,massA=0.285 massB=0.621
p2,1026,34,neutral,0,52,96,0.63,1.1631,3,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.98561,0.97818,0,massA=0.0141 massB=0.964
p2,812,27,neutral,0,166,433,0.53,1.3825,1,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.98174,0.99739,0,massA=0.0182 massB=0.979
p2,1108,36,mixed,98,98,227,0.47,1.0887,4,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.98718,0.96023,0,massA=0.0123 massB=0.948
p2,1262,31,dominant,0,51,73,1.0,1.4314,1,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.91551,0.99619,0,massA=0.0842 massB=0.912
p2,184,6,neutral,0,94,101,0.71,0.7629,2,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.4961,0.99106,0,massA=0.499 massB=0.492
p2,660,22,neutral,0,81,163,0.72,1.4489,0,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.89479,0.9872,0,massA=0.104 massB=0.883
p2,586,19,gain,0,64,122,0.49,0.9341,3,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.87832,0.94448,0,massA=0.115 massB=0.83
p2,1155,38,gain,0,183,609,0.38,1.2646,2,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.19437,0.98696,0,massA=0.192 massB=0.795
p2,1211,5,dominant,0,162,206,1.0,1.2716,3,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.30074,0.8909,0,massA=0.268 massB=0.623
p2,796,26,gain,0,59,151,0.36,0.9214,3,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.90665,0.89766,0,massA=0.0838 massB=0.814
p2,105,3,gain,0,46,158,0.33,1.1335,2,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.19193,0.98848,0,massA=0.19 massB=0.799
p2,485,16,neutral,0,139,234,0.6,1.0101,2,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.33459,0.99465,0,massA=0.333 massB=0.662
p2,127,4,neutral,0,29,71,0.55,1.3466,3,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.14034,0.98717,0,massA=0.139 massB=0.849
p2,365,12,neutral,0,164,541,0.38,1.2535,2,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.18713,0.99409,0,massA=0.186 massB=0.808
p2,1196,39,mixed,178,178,567,0.32,1.0193,3,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.80318,0.8506,0,massA=0.167 massB=0.683
p2,695,23,neutral,0,91,626,0.23,1.5822,2,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.19931,0.99544,0,massA=0.198 massB=0.797
p2,426,14,neutral,0,81,201,0.68,1.6874,3,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.99094,0.98088,0,massA=0.00888 massB=0.972
p2,251,8,gain,0,62,263,0.33,1.3998,0,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.1023,0.98811,0,massA=0.101 massB=0.887
p2,420,14,neutral,0,81,201,0.68,1.6874,0,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.93903,0.9871,0,massA=0.0602 massB=0.927
p2,1040,34,mixed,52,52,96,0.63,1.1631,0,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.87408,0.95756,0,massA=0.121 massB=0.837
p2,822,27,gain,0,166,433,0.53,1.3825,1,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.98849,0.98795,0,massA=0.0114 massB=0.977
p2,714,23,mixed,91,91,626,0.23,1.5822,2,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.87915,0.91924,0,massA=0.111 massB=0.808
p2,363,12,neutral,0,164,541,0.38,1.2535,1,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.01855,0.99739,0,massA=0.0185 massB=0.979
p2,904,30,neutral,0,149,447,0.26,0.78,2,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.42632,0.99313,0,massA=0.57 massB=0.423
p2,210,7,neutral,0,63,98,0.64,0.9956,0,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.85966,0.98771,0,massA=0.139 massB=0.849
p2,911,30,gain,0,149,447,0.26,0.78,0,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.06657,0.97231,0,massA=0.0647 massB=0.908
p2,992,33,neutral,0,142,446,0.53,1.6646,1,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.98145,0.99681,0,massA=0.0185 massB=0.978
p2,124,4,neutral,0,29,71,0.55,1.3466,2,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.47658,0.99445,0,massA=0.521 massB=0.474
p2,147,4,mixed,29,29,71,0.55,1.3466,3,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.20947,0.91131,0,massA=0.191 massB=0.72
p2,467,15,gain,0,82,113,0.74,1.0198,3,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.11437,0.91624,0,massA=0.105 massB=0.811
p2,552,18,gain,0,41,61,0.58,0.8629,1,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.98688,0.99186,0,massA=0.013 massB=0.979
p2,977,32,gain,0,131,236,0.57,1.0269,3,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.10595,0.95004,0,massA=0.101 massB=0.849
p2,310,10,gain,0,111,278,0.58,1.4526,0,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.77459,0.97519,0,massA=0.22 massB=0.755
p2,397,13,neutral,0,72,88,0.64,0.7822,3,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.15203,0.98243,0,massA=0.149 massB=0.833
p2,1129,37,gain,0,151,252,0.68,1.1348,4,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.03384,0.96261,0,massA=0.0326 massB=0.93
p2,626,20,mixed,186,186,266,0.63,0.901,3,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.8706,0.87924,0,massA=0.114 massB=0.765
p2,662,22,neutral,0,81,163,0.72,1.4489,1,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.99059,0.99783,0,massA=0.00939 massB=0.988
p2,943,31,gain,0,51,151,0.29,0.8586,1,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.02263,0.99548,0,massA=0.0225 massB=0.973
p2,186,6,neutral,0,94,101,0.71,0.7629,3,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.98583,0.95709,0,massA=0.0136 massB=0.944
p2,274,9,neutral,0,49,153,0.26,0.8118,2,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.50781,0.99241,0,massA=0.488 massB=0.504
p2,503,16,mixed,139,139,234,0.6,1.0101,1,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.16886,0.99347,0,massA=0.168 massB=0.826
p2,983,32,mixed,131,131,236,0.57,1.0269,1,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.19683,0.99307,0,massA=0.195 massB=0.798
p2,937,31,neutral,0,51,151,0.29,0.8586,3,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.15203,0.98613,0,massA=0.15 massB=0.836
p2,765,25,gain,0,124,207,0.76,1.2687,2,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.16452,0.98312,0,massA=0.162 massB=0.821
p2,1034,34,gain,0,52,96,0.63,1.1631,2,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.74317,0.91743,0,massA=0.236 massB=0.682
p2,959,31,mixed,51,51,151,0.29,0.8586,4,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.08152,0.8629,0,massA=0.0703 massB=0.793
p2,272,9,neutral,0,49,153,0.26,0.8118,1,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.98242,0.99758,0,massA=0.0175 massB=0.98
p2,368,12,neutral,0,164,541,0.38,1.2535,4,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.92304,0.98582,0,massA=0.0759 massB=0.91
p2,279,9,neutral,0,49,153,0.26,0.8118,4,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.02656,0.98795,0,massA=0.0262 massB=0.962
p2,522,17,gain,0,117,362,0.42,1.2995,1,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.99044,0.98783,0,massA=0.00944 massB=0.978
p2,1130,37,mixed,151,151,252,0.68,1.1348,0,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.9576,0.94827,0,massA=0.0402 massB=0.908
p2,332,11,neutral,0,54,68,0.81,1.02,1,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.992,0.99802,0,massA=0.00798 massB=0.99
p2,737,24,gain,0,168,214,0.76,0.9681,3,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.11358,0.92677,0,massA=0.105 massB=0.822
p2,60,2,neutral,0,162,661,0.26,1.0609,0,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.83762,0.9796,0,massA=0.159 massB=0.821
p2,297,9,mixed,49,49,153,0.26,0.8118,3,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.16667,0.86611,0,massA=0.144 massB=0.722
p2,35,1,neutral,0,58,116,0.66,1.32,2,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.32767,0.9955,0,massA=0.326 massB=0.669
p2,386,12,mixed,164,164,541,0.38,1.2535,3,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.78793,0.88164,0,massA=0.187 massB=0.695
p2,280,9,gain,0,49,153,0.26,0.8118,0,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.69926,0.98735,0,massA=0.297 massB=0.69
p2,1073,35,mixed,91,91,133,0.68,0.9938,1,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.13478,0.99238,0,massA=0.134 massB=0.859
p2,181,6,neutral,0,94,101,0.71,0.7629,0,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.48048,0.99241,0,massA=0.477 massB=0.516
p2,925,30,mixed,149,149,447,0.26,0.78,2,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.19437,0.95413,0,massA=0.185 massB=0.769
p2,493,16,gain,0,139,234,0.6,1.0101,1,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.02596,0.99549,0,massA=0.0258 massB=0.97
p2,723,24,neutral,0,168,214,0.76,0.9681,1,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.03847,0.99659,0,massA=0.0383 massB=0.958
p2,1198,39,mixed,178,178,567,0.32,1.0193,4,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.98708,0.94476,0,massA=0.0122 massB=0.933
p2,208,6,mixed,94,94,101,0.71,0.7629,4,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.98561,0.95039,0,massA=0.0137 massB=0.937
p2,406,13,gain,0,72,88,0.64,0.7822,3,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.83974,0.90945,0,massA=0.146 massB=0.764
p2,697,23,neutral,0,91,626,0.23,1.5822,3,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.14805,0.98681,0,massA=0.146 massB=0.841
p2,761,25,gain,0,124,207,0.76,1.2687,0,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.09401,0.97591,0,massA=0.0917 massB=0.884
p2,1190,39,mixed,178,178,567,0.32,1.0193,0,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.92893,0.94568,0,massA=0.0672 massB=0.878
p2,985,32,mixed,131,131,236,0.57,1.0269,2,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.33112,0.9682,0,massA=0.321 massB=0.648
p2,7,0,neutral,0,186,984,0.26,1.3755,3,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.12421,0.98618,0,massA=0.122 massB=0.864
p2,1062,35,gain,0,91,133,0.68,0.9938,1,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.98967,0.99244,0,massA=0.0103 massB=0.982
p2,749,24,mixed,168,168,214,0.76,0.9681,4,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.1128,0.92865,0,massA=0.105 massB=0.824
p2,690,23,neutral,0,91,626,0.23,1.5822,0,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.82671,0.98848,0,massA=0.171 massB=0.817
p2,996,33,neutral,0,142,446,0.53,1.6646,3,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.9816,0.97029,0,massA=0.0179 massB=0.952
p2,846,28,neutral,0,132,181,0.76,1.0421,3,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.99546,0.96884,0,massA=0.0044 massB=0.964
p2,57,1,mixed,58,58,116,0.66,1.32,3,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.23371,0.878,0,massA=0.205 massB=0.673
p2,1182,39,gain,0,178,567,0.32,1.0193,1,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.9923,0.98985,0,massA=0.00762 massB=0.982
p2,308,10,neutral,0,111,278,0.58,1.4526,4,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.92304,0.98758,0,massA=0.076 massB=0.912
p2,1120,37,gain,0,151,252,0.68,1.1348,0,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.80807,0.97467,0,massA=0.187 massB=0.788
p2,725,24,neutral,0,168,214,0.76,0.9681,2,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.30736,0.99382,0,massA=0.305 massB=0.688
p2,1206,3,dominant,0,46,58,1.0,1.2609,3,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.95222,0.92573,0,massA=0.0442 massB=0.882
p2,581,19,gain,0,64,122,0.49,0.9341,0,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.09947,0.99104,0,massA=0.0986 massB=0.892
p2,119,3,mixed,46,46,158,0.33,1.1335,4,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.11124,0.91151,0,massA=0.101 massB=0.81
p2,15,0,gain,0,186,984,0.26,1.3755,2,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.1128,0.98064,0,massA=0.111 massB=0.87
p2,1037,34,gain,0,52,96,0.63,1.1631,3,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.11047,0.944,0,massA=0.104 massB=0.84
p2,647,21,gain,0,106,206,0.73,1.4187,3,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.10744,0.92583,0,massA=0.0995 massB=0.826
p2,1122,37,gain,0,151,252,0.68,1.1348,1,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.99404,0.99046,0,massA=0.0059 massB=0.985
p2,1252,26,dominant,0,59,73,1.0,1.2373,2,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.86704,0.99649,0,massA=0.132 massB=0.864
p2,961,32,neutral,0,131,236,0.57,1.0269,0,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.27202,0.99303,0,massA=0.27 massB=0.723
p2,897,29,mixed,79,79,81,0.83,0.851,3,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.21207,0.92366,0,massA=0.196 massB=0.728
p2,991,33,neutral,0,142,446,0.53,1.6646,0,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.27202,0.99454,0,massA=0.271 massB=0.724
p2,680,22,mixed,81,81,163,0.72,1.4489,0,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.95598,0.95827,0,massA=0.0422 massB=0.916
p2,651,21,mixed,106,106,206,0.73,1.4187,0,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.27826,0.98761,0,massA=0.275 massB=0.713
p2,976,32,gain,0,131,236,0.57,1.0269,3,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.93046,0.84611,0,massA=0.0588 massB=0.787
p2,807,26,mixed,59,59,151,0.36,0.9214,3,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.12252,0.88127,0,massA=0.108 massB=0.773
p2,537,17,mixed,117,117,362,0.42,1.2995,3,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.11757,0.89838,0,massA=0.106 massB=0.793
p2,916,30,gain,0,149,447,0.26,0.78,3,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.88484,0.84296,0,massA=0.0971 massB=0.746
