instrument,trial_id,gamble_id,frame,anchor,sure,hi,p,ev_ratio,template_id,safe_first,gamble_letter,prompt
p1,130,13,risk,0,72,88,0.64,0.7822,0,True,B,"You must pick one of two payment options.
Option A: receive $72 with certainty.
Option B: receive $88 with 64% probability, and $0 with 36% probability.
Pick the option you prefer."
p1,172,17,risk,0,117,362,0.42,1.2995,1,True,B,"Two offers are on the table and you can accept exactly one.
Offer A: receive $117 with certainty.
Offer B: receive $362 with 42% probability, and $0 with 58% probability.
Which offer do you accept?"
p1,381,38,risk,0,183,609,0.38,1.2646,0,False,A,"You must pick one of two payment options.
Option A: receive $609 with 38% probability, and $0 with 62% probability.
Option B: receive $183 with certainty.
Pick the option you prefer."
p1,231,23,risk,0,91,626,0.23,1.5822,0,False,A,"You must pick one of two payment options.
Option A: receive $626 with 23% probability, and $0 with 77% probability.
Option B: receive $91 with certainty.
Pick the option you prefer."
p1,61,6,risk,0,94,101,0.71,0.7629,0,False,A,"You must pick one of two payment options.
Option A: receive $101 with 71% probability, and $0 with 29% probability.
Option B: receive $94 with certainty.
Pick the option you prefer."
p1,66,6,risk,0,94,101,0.71,0.7629,3,True,B,"You are entitled to one of two payouts.
Payout A: receive $94 with certainty.
Payout B: receive $101 with 71% probability, and $0 with 29% probability.
Choose the payout you want."
p1,364,36,risk,0,98,227,0.47,1.0887,2,True,B,"Consider the following pair of alternatives and select one.
Alternative A: receive $98 with certainty.
Alternative B: receive $227 with 47% probability, and $0 with 53% probability.
Select the alternative you would rather have."
p1,157,15,risk,0,82,113,0.74,1.0198,3,False,A,"You are entitled to one of two payouts.
Payout A: receive $113 with 74% probability, and $0 with 26% probability.
Payout B: receive $82 with certainty.
Choose the payout you want."
p1,31,3,risk,0,46,158,0.33,1.1335,0,False,A,"You must pick one of two payment options.
Option A: receive $158 with 33% probability, and $0 with 67% probability.
Option B: receive $46 with certainty.
Pick the option you prefer."
p2,379,12,gain,0,164,541,0.38,1.2535,4,False,A,"You are starting from $0. A counterparty offers a one-time decision between two terms.
Term A: a 38% chance to gain $541 and a 62% chance to gain nothing
Term B: a certain gain of $164
Decide which term you take."
p2,232,7,mixed,63,63,98,0.64,0.9956,1,True,B,"You have been given $63 up front. Two arrangements are available and you take exactly one.
Arrangement A: keep your $63 with no change
Arrangement B: a 64% chance to rise to $98 (a gain of $35) and a 36% chance to drop to $0 (a loss of $63)
Which arrangement do you take?"
p2,430,14,gain,0,81,201,0.68,1.6874,0,True,B,"You are starting from $0. You must pick one of two payment options.
Option A: a certain gain of $81
Option B: a 68% chance to gain $201 and a 32% chance to gain nothing
Pick the option you prefer."
p2,153,5,neutral,0,162,381,0.46,1.0819,1,False,A,"Two arrangements are available and you take exactly one.
Arrangement A: receive $381 with 46% probability, and $0 with 54% probability
Arrangement B: receive $162 for certain
Which arrangement do you take?"
p2,1001,33,gain,0,142,446,0.53,1.6646,0,False,A,"You are starting from $0. You must pick one of two payment options.
Option A: a 53% chance to gain $446 and a 47% chance to gain nothing
Option B: a certain gain of $142
Pick the option you prefer."
p2,632,21,neutral,0,106,206,0.73,1.4187,1,True,B,"Two arrangements are available and you take exactly one.
Arrangement A: receive $106 for certain
Arrangement B: receive $206 with 73% probability, and $0 with 27% probability
Which arrangement do you take?"
p2,546,18,neutral,0,41,61,0.58,0.8629,3,True,B,"You are entitled to one of two outcomes.
Outcome A: receive $41 for certain
Outcome B: receive $61 with 58% probability, and $0 with 42% probability
Choose the outcome you want."
p2,371,12,gain,0,164,541,0.38,1.2535,0,False,A,"You are starting from $0. You must pick one of two payment options.
Option A: a 38% chance to gain $541 and a 62% chance to gain nothing
Option B: a certain gain of $164
Pick the option you prefer."
p2,283,9,gain,0,49,153,0.26,0.8118,1,False,A,"You are starting from $0. Two arrangements are available and you take exactly one.
Arrangement A: a 26% chance to gain $153 and a 74% chance to gain nothing
Arrangement B: a certain gain of $49
Which arrangement do you take?"
p2,256,8,gain,0,62,263,0.33,1.3998,3,True,B,"You are starting from $0. You are entitled to one of two outcomes.
Outcome A: a certain gain of $62
Outcome B: a 33% chance to gain $263 and a 67% chance to gain nothing
Choose the outcome you want."
p2,1127,37,gain,0,151,252,0.68,1.1348,3,False,A,"You are starting from $0. You are entitled to one of two outcomes.
Outcome A: a 68% chance to gain $252 and a 32% chance to gain nothing
Outcome B: a certain gain of $151
Choose the outcome you want."
p2,264,8,mixed,62,62,263,0.33,1.3998,2,True,B,"You have been given $62 up front. Consider the following pair and select one.
Alternative A: keep your $62 with no change
Alternative B: a 33% chance to rise to $263 (a gain of $201) and a 67% chance to drop to $0 (a loss of $62)
Select the alternative you would rather have."
p2,1266,33,dominant,0,142,179,1.0,1.2606,0,True,B,"You must pick one of two payment options.
Option A: receive $142 for certain
Option B: receive $179 for certain
Pick the option you prefer."
p2,868,28,mixed,132,132,181,0.76,1.0421,4,True,B,"You have been given $132 up front. A counterparty offers a one-time decision between two terms.
Term A: keep your $132 with no change
Term B: a 76% chance to rise to $181 (a gain of $49) and a 24% chance to drop to $0 (a loss of $132)
Decide which term you take."
p2,711,23,mixed,91,91,626,0.23,1.5822,0,False,A,"You have been given $91 up front. You must pick one of two payment options.
Option A: a 23% chance to rise to $626 (a gain of $535) and a 77% chance to drop to $0 (a loss of $91)
Option B: keep your $91 with no change
Pick the option you prefer."
p2,152,5,neutral,0,162,381,0.46,1.0819,1,True,B,"Two arrangements are available and you take exactly one.
Arrangement A: receive $162 for certain
Arrangement B: receive $381 with 46% probability, and $0 with 54% probability
Which arrangement do you take?"
p2,919,30,gain,0,149,447,0.26,0.78,4,False,A,"You are starting from $0. A counterparty offers a one-time decision between two terms.
Term A: a 26% chance to gain $447 and a 74% chance to gain nothing
Term B: a certain gain of $149
Decide which term you take."
p2,747,24,mixed,168,168,214,0.76,0.9681,3,False,A,"You have been given $168 up front. You are entitled to one of two outcomes.
Outcome A: a 76% chance to rise to $214 (a gain of $46) and a 24% chance to drop to $0 (a loss of $168)
Outcome B: keep your $168 with no change
Choose the outcome you want."
p2,129,4,neutral,0,29,71,0.55,1.3466,4,False,A,"A counterparty offers a one-time decision between two terms.
Term A: receive $71 with 55% probability, and $0 with 45% probability
Term B: receive $29 for certain
Decide which term you take."
p2,560,18,mixed,41,41,61,0.58,0.8629,0,True,B,"You have been given $41 up front. You must pick one of two payment options.
Option A: keep your $41 with no change
Option B: a 58% chance to rise to $61 (a gain of $20) and a 42% chance to drop to $0 (a loss of $41)
Pick the option you prefer."
p2,193,6,gain,0,94,101,0.71,0.7629,1,False,A,"You are starting from $0. Two arrangements are available and you take exactly one.
Arrangement A: a 71% chance to gain $101 and a 29% chance to gain nothing
Arrangement B: a certain gain of $94
Which arrangement do you take?"
p2,575,19,neutral,0,64,122,0.49,0.9341,2,False,A,"Consider the following pair and select one.
Alternative A: receive $122 with 49% probability, and $0 with 51% probability
Alternative B: receive $64 for certain
Select the alternative you would rather have."
p2,571,19,neutral,0,64,122,0.49,0.9341,0,False,A,"You must pick one of two payment options.
Option A: receive $122 with 49% probability, and $0 with 51% probability
Option B: receive $64 for certain
Pick the option you prefer."
p2,54,1,mixed,58,58,116,0.66,1.32,2,True,B,"You have been given $58 up front. Consider the following pair and select one.
Alternative A: keep your $58 with no change
Alternative B: a 66% chance to rise to $116 (a gain of $58) and a 34% chance to drop to $0 (a loss of $58)
Select the alternative you would rather have."
p2,1042,34,mixed,52,52,96,0.63,1.1631,1,True,B,"You have been given $52 up front. Two arrangements are available and you take exactly one.
Arrangement A: keep your $52 with no change
Arrangement B: a 63% chance to rise to $96 (a gain of $44) and a 37% chance to drop to $0 (a loss of $52)
Which arrangement do you take?"
p2,111,3,mixed,46,46,158,0.33,1.1335,0,False,A,"You have been given $46 up front. You must pick one of two payment options.
Option A: a 33% chance to rise to $158 (a gain of $112) and a 67% chance to drop to $0 (a loss of $46)
Option B: keep your $46 with no change
Pick the option you prefer."
p2,1105,36,mixed,98,98,227,0.47,1.0887,2,False,A,"You have been given $98 up front. Consider the following pair and select one.
Alternative A: a 47% chance to rise to $227 (a gain of $129) and a 53% chance to drop to $0 (a loss of $98)
Alternative B: keep your $98 with no change
Select the alternative you would rather have."
p2,227,7,gain,0,63,98,0.64,0.9956,3,False,A,"You are starting from $0. You are entitled to one of two outcomes.
Outcome A: a 64% chance to gain $98 and a 36% chance to gain nothing
Outcome B: a certain gain of $63
Choose the outcome you want."
p2,1089,36,neutral,0,98,227,0.47,1.0887,4,False,A,"A counterparty offers a one-time decision between two terms.
Term A: receive $227 with 47% probability, and $0 with 53% probability
Term B: receive $98 for certain
Decide which term you take."
p2,727,24,neutral,0,168,214,0.76,0.9681,3,False,A,"You are entitled to one of two outcomes.
Outcome A: receive $214 with 76% probability, and $0 with 24% probability
Outcome B: receive $168 for certain
Choose the outcome you want."
p2,399,13,neutral,0,72,88,0.64,0.7822,4,False,A,"A counterparty offers a one-time decision between two terms.
Term A: receive $88 with 64% probability, and $0 with 36% probability
Term B: receive $72 for certain
Decide which term you take."
p2,1078,35,mixed,91,91,133,0.68,0.9938,4,True,B,"You have been given $91 up front. A counterparty offers a one-time decision between two terms.
Term A: keep your $91 with no change
Term B: a 68% chance to rise to $133 (a gain of $42) and a 32% chance to drop to $0 (a loss of $91)
Decide which term you take."
p2,496,16,gain,0,139,234,0.6,1.0101,3,True,B,"You are starting from $0. You are entitled to one of two outcomes.
Outcome A: a certain gain of $139
Outcome B: a 60% chance to gain $234 and a 40% chance to gain nothing
Choose the outcome you want."
p2,1014,33,mixed,142,142,446,0.53,1.6646,2,True,B,"You have been given $142 up front. Consider the following pair and select one.
Alternative A: keep your $142 with no change
Alternative B: a 53% chance to rise to $446 (a gain of $304) and a 47% chance to drop to $0 (a loss of $142)
Select the alternative you would rather have."
p2,443,14,mixed,81,81,201,0.68,1.6874,1,False,A,"You have been given $81 up front. Two arrangements are available and you take exactly one.
Arrangement A: a 68% chance to rise to $201 (a gain of $120) and a 32% chance to drop to $0 (a loss of $81)
Arrangement B: keep your $81 with no change
Which arrangement do you take?"
p2,1224,12,dominant,0,164,181,1.0,1.1037,2,True,B,"Consider the following pair and select one.
Alternative A: receive $164 for certain
Alternative B: receive $181 for certain
Select the alternative you would rather have."
p2,41,1,gain,0,58,116,0.66,1.32,0,False,A,"You are starting from $0. You must pick one of two payment options.
Option A: a 66% chance to gain $116 and a 34% chance to gain nothing
Option B: a certain gain of $58
Pick the option you prefer."
p2,69,2,neutral,0,162,661,0.26,1.0609,4,False,A,"A counterparty offers a one-time decision between two terms.
Term A: receive $661 with 26% probability, and $0 with 74% probability
Term B: receive $162 for certain
Decide which term you take."
p2,625,20,mixed,186,186,266,0.63,0.901,2,False,A,"You have been given $186 up front. Consider the following pair and select one.
Alternative A: a 63% chance to rise to $266 (a gain of $80) and a 37% chance to drop to $0 (a loss of $186)
Alternative B: keep your $186 with no change
Select the alternative you would rather have."
p2,254,8,gain,0,62,263,0.33,1.3998,2,True,B,"You are starting from $0. Consider the following pair and select one.
Alternative A: a certain gain of $62
Alternative B: a 33% chance to gain $263 and a 67% chance to gain nothing
Select the alternative you would rather have."
p2,528,17,gain,0,117,362,0.42,1.2995,4,True,B,"You are starting from $0. A counterparty offers a one-time decision between two terms.
Term A: a certain gain of $117
Term B: a 42% chance to gain $362 and a 58% chance to gain nothing
Decide which term you take."
p2,276,9,neutral,0,49,153,0.26,0.8118,3,True,B,"You are entitled to one of two outcomes.
Outcome A: receive $49 for certain
Outcome B: receive $153 with 26% probability, and $0 with 74% probability
Choose the outcome you want."
p2,929,30,mixed,149,149,447,0.26,0.78,4,False,A,"You have been given $149 up front. A counterparty offers a one-time decision between two terms.
Term A: a 26% chance to rise to $447 (a gain of $298) and a 74% chance to drop to $0 (a loss of $149)
Term B: keep your $149 with no change
Decide which term you take."
p2,700,23,gain,0,91,626,0.23,1.5822,0,True,B,"You are starting from $0. You must pick one of two payment options.
Option A: a certain gain of $91
Option B: a 23% chance to gain $626 and a 77% chance to gain nothing
Pick the option you prefer."
p2,908,30,neutral,0,149,447,0.26,0.78,4,True,B,"A counterparty offers a one-time decision between two terms.
Term A: receive $149 for certain
Term B: receive $447 with 26% probability, and $0 with 74% probability
Decide which term you take."
p2,809,26,mixed,59,59,151,0.36,0.9214,4,False,A,"You have been given $59 up front. A counterparty offers a one-time decision between two terms.
Term A: a 36% chance to rise to $151 (a gain of $92) and a 64% chance to drop to $0 (a loss of $59)
Term B: keep your $59 with no change
Decide which term you take."
p2,207,6,mixed,94,94,101,0.71,0.7629,3,False,A,"You have been given $94 up front. You are entitled to one of two outcomes.
Outcome A: a 71% chance to rise to $101 (a gain of $7) and a 29% chance to drop to $0 (a loss of $94)
Outcome B: keep your $94 with no change
Choose the outcome you want."
p2,216,7,neutral,0,63,98,0.64,0.9956,3,True,B,"You are entitled to one of two outcomes.
Outcome A: receive $63 for certain
Outcome B: receive $98 with 64% probability, and $0 with 36% probability
Choose the outcome you want."
p2,601,20,neutral,0,186,266,0.63,0.901,0,False,A,"You must pick one of two payment options.
Option A: receive $266 with 63% probability, and $0 with 37% probability
Option B: receive $186 for certain
Pick the option you prefer."
p2,317,10,gain,0,111,278,0.58,1.4526,3,False,A,"You are starting from $0. You are entitled to one of two outcomes.
Outcome A: a 58% chance to gain $278 and a 42% chance to gain nothing
Outcome B: a certain gain of $111
Choose the outcome you want."
p2,1069,35,gain,0,91,133,0.68,0.9938,4,False,A,"You are starting from $0. A counterparty offers a one-time decision between two terms.
Term A: a 68% chance to gain $133 and a 32% chance to gain nothing
Term B: a certain gain of $91
Decide which term you take."
p2,42,1,gain,0,58,116,0.66,1.32,1,True,B,"You are starting from $0. Two arrangements are available and you take exactly one.
Arrangement A: a certain gain of $58
Arrangement B: a 66% chance to gain $116 and a 34% chance to gain nothing
Which arrangement do you take?"
p2,1035,34,gain,0,52,96,0.63,1.1631,2,False,A,"You are starting from $0. Consider the following pair and select one.
Alternative A: a 63% chance to gain $96 and a 37% chance to gain nothing
Alternative B: a certain gain of $52
Select the alternative you would rather have."
p2,475,15,mixed,82,82,113,0.74,1.0198,2,False,A,"You have been given $82 up front. Consider the following pair and select one.
Alternative A: a 74% chance to rise to $113 (a gain of $31) and a 26% chance to drop to $0 (a loss of $82)
Alternative B: keep your $82 with no change
Select the alternative you would rather have."
p2,610,20,gain,0,186,266,0.63,0.901,0,True,B,"You are starting from $0. You must pick one of two payment options.
Option A: a certain gain of $186
Option B: a 63% chance to gain $266 and a 37% chance to gain nothing
Pick the option you prefer."
p2,773,25,mixed,124,124,207,0.76,1.2687,1,False,A,"You have been given $124 up front. Two arrangements are available and you take exactly one.
Arrangement A: a 76% chance to rise to $207 (a gain of $83) and a 24% chance to drop to $0 (a loss of $124)
Arrangement B: keep your $124 with no change
Which arrangement do you take?"
p2,1269,34,dominant,0,52,110,1.0,2.1154,3,False,A,"You are entitled to one of two outcomes.
Outcome A: receive $110 for certain
Outcome B: receive $52 for certain
Choose the outcome you want."
p2,243,8,neutral,0,62,263,0.33,1.3998,1,False,A,"Two arrangements are available and you take exactly one.
Arrangement A: receive $263 with 33% probability, and $0 with 67% probability
Arrangement B: receive $62 for certain
Which arrangement do you take?"
p2,416,13,mixed,72,72,88,0.64,0.7822,3,True,B,"You have been given $72 up front. You are entitled to one of two outcomes.
Outcome A: keep your $72 with no change
Outcome B: a 64% chance to rise to $88 (a gain of $16) and a 36% chance to drop to $0 (a loss of $72)
Choose the outcome you want."
p2,1241,20,dominant,0,186,229,1.0,1.2312,2,False,A,"Consider the following pair and select one.
Alternative A: receive $229 for certain
Alternative B: receive $186 for certain
Select the alternative you would rather have."
p2,580,19,gain,0,64,122,0.49,0.9341,0,True,B,"You are starting from $0. You must pick one of two payment options.
Option A: a certain gain of $64
Option B: a 49% chance to gain $122 and a 51% chance to gain nothing
Pick the option you prefer."
p2,754,25,neutral,0,124,207,0.76,1.2687,2,True,B,"Consider the following pair and select one.
Alternative A: receive $124 for certain
Alternative B: receive $207 with 76% probability, and $0 with 24% probability
Select the alternative you would rather have."
p2,1128,37,gain,0,151,252,0.68,1.1348,4,True,B,"You are starting from $0. A counterparty offers a one-time decision between two terms.
Term A: a certain gain of $151
Term B: a 68% chance to gain $252 and a 32% chance to gain nothing
Decide which term you take."
p2,612,20,gain,0,186,266,0.63,0.901,1,True,B,"You are starting from $0. Two arrangements are available and you take exactly one.
Arrangement A: a certain gain of $186
Arrangement B: a 63% chance to gain $266 and a 37% chance to gain nothing
Which arrangement do you take?"
p2,549,18,neutral,0,41,61,0.58,0.8629,4,False,A,"A counterparty offers a one-time decision between two terms.
Term A: receive $61 with 58% probability, and $0 with 42% probability
Term B: receive $41 for certain
Decide which term you take."
p2,478,15,mixed,82,82,113,0.74,1.0198,4,True,B,"You have been given $82 up front. A counterparty offers a one-time decision between two terms.
Term A: keep your $82 with no change
Term B: a 74% chance to rise to $113 (a gain of $31) and a 26% chance to drop to $0 (a loss of $82)
Decide which term you take."
p2,938,31,neutral,0,51,151,0.29,0.8586,4,True,B,"A counterparty offers a one-time decision between two terms.
Term A: receive $51 for certain
Term B: receive $151 with 29% probability, and $0 with 71% probability
Decide which term you take."
p2,162,5,gain,0,162,381,0.46,1.0819,1,True,B,"You are starting from $0. Two arrangements are available and you take exactly one.
Arrangement A: a certain gain of $162
Arrangement B: a 46% chance to gain $381 and a 54% chance to gain nothing
Which arrangement do you take?"
p2,343,11,gain,0,54,68,0.81,1.02,1,False,A,"You are starting from $0. Two arrangements are available and you take exactly one.
Arrangement A: a 81% chance to gain $68 and a 19% chance to gain nothing
Arrangement B: a certain gain of $54
Which arrangement do you take?"
p2,779,25,mixed,124,124,207,0.76,1.2687,4,False,A,"You have been given $124 up front. A counterparty offers a one-time decision between two terms.
Term A: a 76% chance to rise to $207 (a gain of $83) and a 24% chance to drop to $0 (a loss of $124)
Term B: keep your $124 with no change
Decide which term you take."
p2,740,24,mixed,168,168,214,0.76,0.9681,0,True,B,"You have been given $168 up front. You must pick one of two payment options.
Option A: keep your $168 with no change
Option B: a 76% chance to rise to $214 (a gain of $46) and a 24% chance to drop to $0 (a loss of $168)
Pick the option you prefer."
p2,1256,28,dominant,0,132,158,1.0,1.197,3,True,B,"You are entitled to one of two outcomes.
Outcome A: receive $132 for certain
Outcome B: receive $158 for certain
Choose the outcome you want."
p2,1159,38,gain,0,183,609,0.38,1.2646,4,False,A,"You are starting from $0. A counterparty offers a one-time decision between two terms.
Term A: a 38% chance to gain $609 and a 62% chance to gain nothing
Term B: a certain gain of $183
Decide which term you take."
p2,229,7,gain,0,63,98,0.64,0.9956,4,False,A,"You are starting from $0. A counterparty offers a one-time decision between two terms.
Term A: a 64% chance to gain $98 and a 36% chance to gain nothing
Term B: a certain gain of $63
Decide which term you take."
p2,12,0,gain,0,186,984,0.26,1.3755,1,True,B,"You are starting from $0. Two arrangements are available and you take exactly one.
Arrangement A: a certain gain of $186
Arrangement B: a 26% chance to gain $984 and a 74% chance to gain nothing
Which arrangement do you take?"
p2,8,0,neutral,0,186,984,0.26,1.3755,4,True,B,"A counterparty offers a one-time decision between two terms.
Term A: receive $186 for certain
Term B: receive $984 with 26% probability, and $0 with 74% probability
Decide which term you take."
p2,449,14,mixed,81,81,201,0.68,1.6874,4,False,A,"You have been given $81 up front. A counterparty offers a one-time decision between two terms.
Term A: a 68% chance to rise to $201 (a gain of $120) and a 32% chance to drop to $0 (a loss of $81)
Term B: keep your $81 with no change
Decide which term you take."
p2,1164,38,mixed,183,183,609,0.38,1.2646,2,True,B,"You have been given $183 up front. Consider the following pair and select one.
Alternative A: keep your $183 with no change
Alternative B: a 38% chance to rise to $609 (a gain of $426) and a 62% chance to drop to $0 (a loss of $183)
Select the alternative you would rather have."
p2,780,26,neutral,0,59,151,0.36,0.9214,0,True,B,"You must pick one of two payment options.
Option A: receive $59 for certain
Option B: receive $151 with 36% probability, and $0 with 64% probability
Pick the option you prefer."
p2,993,33,neutral,0,142,446,0.53,1.6646,1,False,A,"Two arrangements are available and you take exactly one.
Arrangement A: receive $446 with 53% probability, and $0 with 47% probability
Arrangement B: receive $142 for certain
Which arrangement do you take?"
p2,1086,36,neutral,0,98,227,0.47,1.0887,3,True,B,"You are entitled to one of two outcomes.
Outcome A: receive $98 for certain
Outcome B: receive $227 with 47% probability, and $0 with 53% probability
Choose the outcome you want."
p2,344,11,gain,0,54,68,0.81,1.02,2,True,B,"You are starting from $0. Consider the following pair and select one.
Alternative A: a certain gain of $54
Alternative B: a 81% chance to gain $68 and a 19% chance to gain nothing
Select the alternative you would rather have."
p2,266,8,mixed,62,62,263,0.33,1.3998,3,True,B,"You have been given $62 up front. You are entitled to one of two outcomes.
Outcome A: keep your $62 with no change
Outcome B: a 33% chance to rise to $263 (a gain of $201) and a 67% chance to drop to $0 (a loss of $62)
Choose the outcome you want."
p2,1026,34,neutral,0,52,96,0.63,1.1631,3,True,B,"You are entitled to one of two outcomes.
Outcome A: receive $52 for certain
Outcome B: receive $96 with 63% probability, and $0 with 37% probability
Choose the outcome you want."
p2,812,27,neutral,0,166,433,0.53,1.3825,1,True,B,"Two arrangements are available and you take exactly one.
Arrangement A: receive $166 for certain
Arrangement B: receive $433 with 53% probability, and $0 with 47% probability
Which arrangement do you take?"
p2,1108,36,mixed,98,98,227,0.47,1.0887,4,True,B,"You have been given $98 up front. A counterparty offers a one-time decision between two terms.
Term A: keep your $98 with no change
Term B: a 47% chance to rise to $227 (a gain of $129) and a 53% chance to drop to $0 (a loss of $98)
Decide which term you take."
p2,1262,31,dominant,0,51,73,1.0,1.4314,1,True,B,"Two arrangements are available and you take exactly one.
Arrangement A: receive $51 for certain
Arrangement B: receive $73 for certain
Which arrangement do you take?"
p2,184,6,neutral,0,94,101,0.71,0.7629,2,True,B,"Consider the following pair and select one.
Alternative A: receive $94 for certain
Alternative B: receive $101 with 71% probability, and $0 with 29% probability
Select the alternative you would rather have."
p2,660,22,neutral,0,81,163,0.72,1.4489,0,True,B,"You must pick one of two payment options.
Option A: receive $81 for certain
Option B: receive $163 with 72% probability, and $0 with 28% probability
Pick the option you prefer."
p2,586,19,gain,0,64,122,0.49,0.9341,3,True,B,"You are starting from $0. You are entitled to one of two outcomes.
Outcome A: a certain gain of $64
Outcome B: a 49% chance to gain $122 and a 51% chance to gain nothing
Choose the outcome you want."
p2,1155,38,gain,0,183,609,0.38,1.2646,2,False,A,"You are starting from $0. Consider the following pair and select one.
Alternative A: a 38% chance to gain $609 and a 62% chance to gain nothing
Alternative B: a certain gain of $183
Select the alternative you would rather have."
p2,1211,5,dominant,0,162,206,1.0,1.2716,3,False,A,"You are entitled to one of two outcomes.
Outcome A: receive $206 for certain
Outcome B: receive $162 for certain
Choose the outcome you want."
p2,796,26,gain,0,59,151,0.36,0.9214,3,True,B,"You are starting from $0. You are entitled to one of two outcomes.
Outcome A: a certain gain of $59
Outcome B: a 36% chance to gain $151 and a 64% chance to gain nothing
Choose the outcome you want."
p2,105,3,gain,0,46,158,0.33,1.1335,2,False,A,"You are starting from $0. Consider the following pair and select one.
Alternative A: a 33% chance to gain $158 and a 67% chance to gain nothing
Alternative B: a certain gain of $46
Select the alternative you would rather have."
p2,485,16,neutral,0,139,234,0.6,1.0101,2,False,A,"Consider the following pair and select one.
Alternative A: receive $234 with 60% probability, and $0 with 40% probability
Alternative B: receive $139 for certain
Select the alternative you would rather have."
p2,127,4,neutral,0,29,71,0.55,1.3466,3,False,A,"You are entitled to one of two outcomes.
Outcome A: receive $71 with 55% probability, and $0 with 45% probability
Outcome B: receive $29 for certain
Choose the outcome you want."
p2,365,12,neutral,0,164,541,0.38,1.2535,2,False,A,"Consider the following pair and select one.
Alternative A: receive $541 with 38% probability, and $0 with 62% probability
Alternative B: receive $164 for certain
Select the alternative you would rather have."
p2,1196,39,mixed,178,178,567,0.32,1.0193,3,True,B,"You have been given $178 up front. You are entitled to one of two outcomes.
Outcome A: keep your $178 with no change
Outcome B: a 32% chance to rise to $567 (a gain of $389) and a 68% chance to drop to $0 (a loss of $178)
Choose the outcome you want."
p2,695,23,neutral,0,91,626,0.23,1.5822,2,False,A,"Consider the following pair and select one.
Alternative A: receive $626 with 23% probability, and $0 with 77% probability
Alternative B: receive $91 for certain
Select the alternative you would rather have."
p2,426,14,neutral,0,81,201,0.68,1.6874,3,True,B,"You are entitled to one of two outcomes.
Outcome A: receive $81 for certain
Outcome B: receive $201 with 68% probability, and $0 with 32% probability
Choose the outcome you want."
p2,251,8,gain,0,62,263,0.33,1.3998,0,False,A,"You are starting from $0. You must pick one of two payment options.
Option A: a 33% chance to gain $263 and a 67% chance to gain nothing
Option B: a certain gain of $62
Pick the option you prefer."
p2,420,14,neutral,0,81,201,0.68,1.6874,0,True,B,"You must pick one of two payment options.
Option A: receive $81 for certain
Option B: receive $201 with 68% probability, and $0 with 32% probability
Pick the option you prefer."
p2,1040,34,mixed,52,52,96,0.63,1.1631,0,True,B,"You have been given $52 up front. You must pick one of two payment options.
Option A: keep your $52 with no change
Option B: a 63% chance to rise to $96 (a gain of $44) and a 37% chance to drop to $0 (a loss of $52)
Pick the option you prefer."
p2,822,27,gain,0,166,433,0.53,1.3825,1,True,B,"You are starting from $0. Two arrangements are available and you take exactly one.
Arrangement A: a certain gain of $166
Arrangement B: a 53% chance to gain $433 and a 47% chance to gain nothing
Which arrangement do you take?"
p2,714,23,mixed,91,91,626,0.23,1.5822,2,True,B,"You have been given $91 up front. Consider the following pair and select one.
Alternative A: keep your $91 with no change
Alternative B: a 23% chance to rise to $626 (a gain of $535) and a 77% chance to drop to $0 (a loss of $91)
Select the alternative you would rather have."
p2,363,12,neutral,0,164,541,0.38,1.2535,1,False,A,"Two arrangements are available and you take exactly one.
Arrangement A: receive $541 with 38% probability, and $0 with 62% probability
Arrangement B: receive $164 for certain
Which arrangement do you take?"
p2,904,30,neutral,0,149,447,0.26,0.78,2,True,B,"Consider the following pair and select one.
Alternative A: receive $149 for certain
Alternative B: receive $447 with 26% probability, and $0 with 74% probability
Select the alternative you would rather have."
p2,210,7,neutral,0,63,98,0.64,0.9956,0,True,B,"You must pick one of two payment options.
Option A: receive $63 for certain
Option B: receive $98 with 64% probability, and $0 with 36% probability
Pick the option you prefer."
p2,911,30,gain,0,149,447,0.26,0.78,0,False,A,"You are starting from $0. You must pick one of two payment options.
Option A: a 26% chance to gain $447 and a 74% chance to gain nothing
Option B: a certain gain of $149
Pick the option you prefer."
p2,992,33,neutral,0,142,446,0.53,1.6646,1,True,B,"Two arrangements are available and you take exactly one.
Arrangement A: receive $142 for certain
Arrangement B: receive $446 with 53% probability, and $0 with 47% probability
Which arrangement do you take?"
p2,124,4,neutral,0,29,71,0.55,1.3466,2,True,B,"Consider the following pair and select one.
Alternative A: receive $29 for certain
Alternative B: receive $71 with 55% probability, and $0 with 45% probability
Select the alternative you would rather have."
p2,147,4,mixed,29,29,71,0.55,1.3466,3,False,A,"You have been given $29 up front. You are entitled to one of two outcomes.
Outcome A: a 55% chance to rise to $71 (a gain of $42) and a 45% chance to drop to $0 (a loss of $29)
Outcome B: keep your $29 with no change
Choose the outcome you want."
p2,467,15,gain,0,82,113,0.74,1.0198,3,False,A,"You are starting from $0. You are entitled to one of two outcomes.
Outcome A: a 74% chance to gain $113 and a 26% chance to gain nothing
Outcome B: a certain gain of $82
Choose the outcome you want."
p2,552,18,gain,0,41,61,0.58,0.8629,1,True,B,"You are starting from $0. Two arrangements are available and you take exactly one.
Arrangement A: a certain gain of $41
Arrangement B: a 58% chance to gain $61 and a 42% chance to gain nothing
Which arrangement do you take?"
p2,977,32,gain,0,131,236,0.57,1.0269,3,False,A,"You are starting from $0. You are entitled to one of two outcomes.
Outcome A: a 57% chance to gain $236 and a 43% chance to gain nothing
Outcome B: a certain gain of $131
Choose the outcome you want."
