instrument,trial_id,gamble_id,frame,anchor,sure,hi,p,ev_ratio,template_id,safe_first,gamble_letter,model,fmt,p_gamble,ab_mass,excluded,note
p2,256,8,gain,0,62,263,0.33,1.3998,3,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.00382,1.0,0,massA=0.996 massB=0.00382
p2,1127,37,gain,0,151,252,0.68,1.1348,3,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.95915,1.0,0,massA=0.959 massB=0.0408
p2,264,8,mixed,62,62,263,0.33,1.3998,2,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.79819,1.0,0,massA=0.202 massB=0.798
p2,1266,33,dominant,0,142,179,1.0,1.2606,0,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.99999,1.0,0,massA=8.27e-06 massB=1
p2,868,28,mixed,132,132,181,0.76,1.0421,4,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.91964,1.0,0,massA=0.0804 massB=0.92
p2,711,23,mixed,91,91,626,0.23,1.5822,0,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.60019,1.0,0,massA=0.6 massB=0.4
p2,152,5,neutral,0,162,381,0.46,1.0819,1,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.83973,1.0,0,massA=0.16 massB=0.84
p2,919,30,gain,0,149,447,0.26,0.78,4,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.04209,1.0,0,massA=0.0421 massB=0.958
p2,747,24,mixed,168,168,214,0.76,0.9681,3,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.99956,1.0,0,massA=1 massB=0.000444
p2,129,4,neutral,0,29,71,0.55,1.3466,4,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.67233,1.0,0,massA=0.672 massB=0.328
p2,560,18,mixed,41,41,61,0.58,0.8629,0,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.71223,1.0,0,massA=0.288 massB=0.712
p2,193,6,gain,0,94,101,0.71,0.7629,1,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.5851,1.0,0,massA=0.585 massB=0.415
p2,575,19,neutral,0,64,122,0.49,0.9341,2,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.05185,1.0,0,massA=0.0518 massB=0.948
p2,571,19,neutral,0,64,122,0.49,0.9341,0,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.00124,1.0,0,massA=0.00124 massB=0.999
p2,54,1,mixed,58,58,116,0.66,1.32,2,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.09808,1.0,0,massA=0.902 massB=0.0981
p2,1042,34,mixed,52,52,96,0.63,1.1631,1,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.96486,1.0,0,massA=0.0351 massB=0.965
p2,111,3,mixed,46,46,158,0.33,1.1335,0,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.80807,1.0,0,massA=0.808 massB=0.192
p2,1105,36,mixed,98,98,227,0.47,1.0887,2,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.99409,1.0,0,massA=0.994 massB=0.00591
p2,227,7,gain,0,63,98,0.64,0.9956,3,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.34158,1.0,0,massA=0.342 massB=0.658
p2,1089,36,neutral,0,98,227,0.47,1.0887,4,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.19683,1.0,0,massA=0.197 massB=0.803
p2,727,24,neutral,0,168,214,0.76,0.9681,3,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.0164,1.0,0,massA=0.0164 massB=0.984
p2,399,13,neutral,0,72,88,0.64,0.7822,4,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.0737,1.0,0,massA=0.0737 massB=0.926
p2,1078,35,mixed,91,91,133,0.68,0.9938,4,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.97631,1.0,0,massA=0.0237 massB=0.976
p2,496,16,gain,0,139,234,0.6,1.0101,3,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.02596,1.0,0,massA=0.974 massB=0.026
p2,1014,33,mixed,142,142,446,0.53,1.6646,2,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.9173,1.0,0,massA=0.0827 massB=0.917
p2,443,14,mixed,81,81,201,0.68,1.6874,1,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.98458,1.0,0,massA=0.985 massB=0.0154
p2,1224,12,dominant,0,164,181,1.0,1.1037,2,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.8706,1.0,0,massA=0.129 massB=0.871
p2,41,1,gain,0,58,116,0.66,1.32,0,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.1128,0.99997,0,massA=0.113 massB=0.887
p2,69,2,neutral,0,162,661,0.26,1.0609,4,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.10669,1.0,0,massA=0.107 massB=0.893
p2,625,20,mixed,186,186,266,0.63,0.901,2,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.99954,1.0,0,massA=1 massB=0.000458
p2,254,8,gain,0,62,263,0.33,1.3998,2,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.01282,1.0,0,massA=0.987 massB=0.0128
p2,528,17,gain,0,117,362,0.42,1.2995,4,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.09808,1.0,0,massA=0.902 massB=0.0981
p2,276,9,neutral,0,49,153,0.26,0.8118,3,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.98901,1.0,0,massA=0.011 massB=0.989
p2,929,30,mixed,149,149,447,0.26,0.78,4,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.98999,1.0,0,massA=0.99 massB=0.01
p2,700,23,gain,0,91,626,0.23,1.5822,0,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.02298,1.0,0,massA=0.977 massB=0.023
p2,908,30,neutral,0,149,447,0.26,0.78,4,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.99924,1.0,0,massA=0.000755 massB=0.999
p2,809,26,mixed,59,59,151,0.36,0.9214,4,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.99409,1.0,0,massA=0.994 massB=0.00591
p2,207,6,mixed,94,94,101,0.71,0.7629,3,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.99662,1.0,0,massA=0.997 massB=0.00338
p2,216,7,neutral,0,63,98,0.64,0.9956,3,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.98999,1.0,0,massA=0.01 massB=0.99
p2,601,20,neutral,0,186,266,0.63,0.901,0,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.00806,1.0,0,massA=0.00806 massB=0.992
p2,317,10,gain,0,111,278,0.58,1.4526,3,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.47658,1.0,0,massA=0.477 massB=0.523
p2,1069,35,gain,0,91,133,0.68,0.9938,4,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.39234,1.0,0,massA=0.392 massB=0.608
p2,42,1,gain,0,58,116,0.66,1.32,1,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.5851,1.0,0,massA=0.415 massB=0.585
p2,1035,34,gain,0,52,96,0.63,1.1631,2,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.96486,1.0,0,massA=0.965 massB=0.0351
p2,475,15,mixed,82,82,113,0.74,1.0198,2,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.99788,1.0,0,massA=0.998 massB=0.00212
p2,610,20,gain,0,186,266,0.63,0.901,0,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.02518,1.0,0,massA=0.975 massB=0.0252
p2,773,25,mixed,124,124,207,0.76,1.2687,1,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.99509,1.0,0,massA=0.995 massB=0.00491
p2,1269,34,dominant,0,52,110,1.0,2.1154,3,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.99854,1.0,0,massA=0.999 massB=0.00146
p2,243,8,neutral,0,62,263,0.33,1.3998,1,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.01406,1.0,0,massA=0.0141 massB=0.986
p2,416,13,mixed,72,72,88,0.64,0.7822,3,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.98636,1.0,0,massA=0.0136 massB=0.986
p2,1241,20,dominant,0,186,229,1.0,1.2312,2,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.99986,1.0,0,massA=1 massB=0.00014
p2,580,19,gain,0,64,122,0.49,0.9341,0,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.06371,1.0,0,massA=0.936 massB=0.0637
p2,754,25,neutral,0,124,207,0.76,1.2687,2,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.81287,1.0,0,massA=0.187 massB=0.813
p2,1128,37,gain,0,151,252,0.68,1.1348,4,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.09009,1.0,0,massA=0.91 massB=0.0901
p2,612,20,gain,0,186,266,0.63,0.901,1,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.25091,1.0,0,massA=0.749 massB=0.251
p2,549,18,neutral,0,41,61,0.58,0.8629,4,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.30075,1.0,0,massA=0.301 massB=0.699
p2,478,15,mixed,82,82,113,0.74,1.0198,4,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.98309,1.0,0,massA=0.0169 massB=0.983
p2,938,31,neutral,0,51,151,0.29,0.8586,4,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.9983,1.0,0,massA=0.0017 massB=0.998
p2,162,5,gain,0,162,381,0.46,1.0819,1,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.10971,1.0,0,massA=0.89 massB=0.11
p2,343,11,gain,0,54,68,0.81,1.02,1,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.5851,1.0,0,massA=0.585 massB=0.415
p2,779,25,mixed,124,124,207,0.76,1.2687,4,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.99986,1.0,0,massA=1 massB=0.000144
p2,740,24,mixed,168,168,214,0.76,0.9681,0,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.71859,1.0,0,massA=0.281 massB=0.719
p2,1256,28,dominant,0,132,158,1.0,1.197,3,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.09009,1.0,0,massA=0.91 massB=0.0901
p2,1159,38,gain,0,183,609,0.38,1.2646,4,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.26284,1.0,0,massA=0.263 massB=0.737
p2,229,7,gain,0,63,98,0.64,0.9956,4,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.43015,1.0,0,massA=0.43 massB=0.57
p2,12,0,gain,0,186,984,0.26,1.3755,1,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.16027,1.0,0,massA=0.84 massB=0.16
p2,8,0,neutral,0,186,984,0.26,1.3755,4,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.99629,1.0,0,massA=0.00371 massB=0.996
p2,449,14,mixed,81,81,201,0.68,1.6874,4,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.99903,1.0,0,massA=0.999 massB=0.00097
p2,1164,38,mixed,183,183,609,0.38,1.2646,2,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.8808,1.0,0,massA=0.119 massB=0.881
p2,780,26,neutral,0,59,151,0.36,0.9214,0,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.97631,1.0,0,massA=0.0237 massB=0.976
p2,993,33,neutral,0,142,446,0.53,1.6646,1,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.07808,1.0,0,massA=0.0781 massB=0.922
p2,1086,36,neutral,0,98,227,0.47,1.0887,3,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.99872,1.0,0,massA=0.00128 massB=0.999
p2,344,11,gain,0,54,68,0.81,1.02,2,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.06371,1.0,0,massA=0.936 massB=0.0637
p2,266,8,mixed,62,62,263,0.33,1.3998,3,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.99662,1.0,0,massA=0.00338 massB=0.997
p2,1026,34,neutral,0,52,96,0.63,1.1631,3,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.99553,1.0,0,massA=0.00447 massB=0.996
p2,812,27,neutral,0,166,433,0.53,1.3825,1,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.85195,1.0,0,massA=0.148 massB=0.852
p2,1108,36,mixed,98,98,227,0.47,1.0887,4,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.97967,1.0,0,massA=0.0203 massB=0.98
p2,1262,31,dominant,0,51,73,1.0,1.4314,1,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.95257,1.0,0,massA=0.0474 massB=0.953
p2,184,6,neutral,0,94,101,0.71,0.7629,2,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.80317,1.0,0,massA=0.197 massB=0.803
p2,660,22,neutral,0,81,163,0.72,1.4489,0,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.99593,1.0,0,massA=0.00407 massB=0.996
p2,586,19,gain,0,64,122,0.49,0.9341,3,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.0164,1.0,0,massA=0.984 massB=0.0164
p2,1155,38,gain,0,183,609,0.38,1.2646,2,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.94815,1.0,0,massA=0.948 massB=0.0518
p2,1211,5,dominant,0,162,206,1.0,1.2716,3,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.9958,1.0,0,massA=0.996 massB=0.0042
p2,796,26,gain,0,59,151,0.36,0.9214,3,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.00832,1.0,0,massA=0.992 massB=0.00832
p2,105,3,gain,0,46,158,0.33,1.1335,2,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.76065,1.0,0,massA=0.761 massB=0.239
p2,485,16,neutral,0,139,234,0.6,1.0101,2,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.07808,1.0,0,massA=0.0781 massB=0.922
p2,127,4,neutral,0,29,71,0.55,1.3466,3,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.0321,1.0,0,massA=0.0321 massB=0.968
p2,365,12,neutral,0,164,541,0.38,1.2535,2,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.1128,1.0,0,massA=0.113 massB=0.887
p2,1196,39,mixed,178,178,567,0.32,1.0193,3,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.99462,1.0,0,massA=0.00538 massB=0.995
p2,695,23,neutral,0,91,626,0.23,1.5822,2,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.02096,1.0,0,massA=0.021 massB=0.979
p2,426,14,neutral,0,81,201,0.68,1.6874,3,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.99813,1.0,0,massA=0.00187 massB=0.998
p2,251,8,gain,0,62,263,0.33,1.3998,0,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.01799,1.0,0,massA=0.018 massB=0.982
p2,420,14,neutral,0,81,201,0.68,1.6874,0,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.99673,1.0,0,massA=0.00327 massB=0.997
p2,1040,34,mixed,52,52,96,0.63,1.1631,0,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.5851,1.0,0,massA=0.415 massB=0.585
p2,822,27,gain,0,166,433,0.53,1.3825,1,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.32767,1.0,0,massA=0.672 massB=0.328
p2,714,23,mixed,91,91,626,0.23,1.5822,2,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.5851,1.0,0,massA=0.415 massB=0.585
p2,363,12,neutral,0,164,541,0.38,1.2535,1,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.01065,1.0,0,massA=0.0107 massB=0.989
p2,904,30,neutral,0,149,447,0.26,0.78,2,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.76065,1.0,0,massA=0.239 massB=0.761
p2,210,7,neutral,0,63,98,0.64,0.9956,0,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.96691,1.0,0,massA=0.0331 massB=0.967
p2,911,30,gain,0,149,447,0.26,0.78,0,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.00538,1.0,0,massA=0.00538 massB=0.995
p2,992,33,neutral,0,142,446,0.53,1.6646,1,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.96979,1.0,0,massA=0.0302 massB=0.97
p2,124,4,neutral,0,29,71,0.55,1.3466,2,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.94335,1.0,0,massA=0.0567 massB=0.943
p2,147,4,mixed,29,29,71,0.55,1.3466,3,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.99753,1.0,0,massA=0.998 massB=0.00247
p2,467,15,gain,0,82,113,0.74,1.0198,3,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.48438,1.0,0,massA=0.484 massB=0.516
p2,552,18,gain,0,41,61,0.58,0.8629,1,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.61509,1.0,0,massA=0.385 massB=0.615
p2,977,32,gain,0,131,236,0.57,1.0269,3,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.43782,1.0,0,massA=0.438 massB=0.562
p2,310,10,gain,0,111,278,0.58,1.4526,0,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.02844,1.0,0,massA=0.972 massB=0.0284
p2,397,13,neutral,0,72,88,0.64,0.7822,3,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.01364,1.0,0,massA=0.0136 massB=0.986
p2,1129,37,gain,0,151,252,0.68,1.1348,4,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.85585,1.0,0,massA=0.856 massB=0.144
p2,626,20,mixed,186,186,266,0.63,0.901,3,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.98901,1.0,0,massA=0.011 massB=0.989
p2,662,22,neutral,0,81,163,0.72,1.4489,1,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.98256,1.0,0,massA=0.0174 massB=0.983
p2,943,31,gain,0,51,151,0.29,0.8586,1,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.01205,1.0,0,massA=0.0121 massB=0.988
p2,186,6,neutral,0,94,101,0.71,0.7629,3,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.99409,1.0,0,massA=0.00591 massB=0.994
p2,274,9,neutral,0,49,153,0.26,0.8118,2,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.89912,1.0,0,massA=0.101 massB=0.899
p2,503,16,mixed,139,139,234,0.6,1.0101,1,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.99946,1.0,0,massA=0.999 massB=0.000536
p2,983,32,mixed,131,131,236,0.57,1.0269,1,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.99775,1.0,0,massA=0.998 massB=0.00225
p2,937,31,neutral,0,51,151,0.29,0.8586,3,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.00121,1.0,0,massA=0.00121 massB=0.999
p2,765,25,gain,0,124,207,0.76,1.2687,2,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.99371,1.0,0,massA=0.994 massB=0.00629
p2,1034,34,gain,0,52,96,0.63,1.1631,2,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.16027,1.0,0,massA=0.84 massB=0.16
p2,959,31,mixed,51,51,151,0.29,0.8586,4,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.98935,1.0,0,massA=0.989 massB=0.0107
p2,272,9,neutral,0,49,153,0.26,0.8118,1,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.94165,1.0,0,massA=0.0583 massB=0.942
p2,368,12,neutral,0,164,541,0.38,1.2535,4,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.99887,1.0,0,massA=0.00113 massB=0.999
p2,279,9,neutral,0,49,153,0.26,0.8118,4,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.0656,1.0,0,massA=0.0656 massB=0.934
p2,522,17,gain,0,117,362,0.42,1.2995,1,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.09535,1.0,0,massA=0.905 massB=0.0953
p2,1130,37,mixed,151,151,252,0.68,1.1348,0,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.71859,1.0,0,massA=0.281 massB=0.719
p2,332,11,neutral,0,54,68,0.81,1.02,1,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.95257,1.0,0,massA=0.0474 massB=0.953
p2,737,24,gain,0,168,214,0.76,0.9681,3,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.71859,1.0,0,massA=0.719 massB=0.281
p2,60,2,neutral,0,162,661,0.26,1.0609,0,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.93629,1.0,0,massA=0.0637 massB=0.936
p2,297,9,mixed,49,49,153,0.26,0.8118,3,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.98088,1.0,0,massA=0.981 massB=0.0191
p2,35,1,neutral,0,58,116,0.66,1.32,2,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.46102,1.0,0,massA=0.461 massB=0.539
p2,386,12,mixed,164,164,541,0.38,1.2535,3,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.99331,1.0,0,massA=0.00669 massB=0.993
p2,280,9,gain,0,49,153,0.26,0.8118,0,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.07808,1.0,0,massA=0.922 massB=0.0781
p2,1073,35,mixed,91,91,133,0.68,0.9938,1,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.99494,1.0,0,massA=0.995 massB=0.00506
p2,181,6,neutral,0,94,101,0.71,0.7629,0,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.01033,1.0,0,massA=0.0103 massB=0.99
p2,925,30,mixed,149,149,447,0.26,0.78,2,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.98967,1.0,0,massA=0.99 massB=0.0103
p2,493,16,gain,0,139,234,0.6,1.0101,1,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.85966,1.0,0,massA=0.86 massB=0.14
p2,723,24,neutral,0,168,214,0.76,0.9681,1,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.11596,1.0,0,massA=0.116 massB=0.884
p2,1198,39,mixed,178,178,567,0.32,1.0193,4,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.9931,1.0,0,massA=0.0069 massB=0.993
p2,208,6,mixed,94,94,101,0.71,0.7629,4,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.93991,1.0,0,massA=0.0601 massB=0.94
p2,406,13,gain,0,72,88,0.64,0.7822,3,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.0534,1.0,0,massA=0.947 massB=0.0534
p2,697,23,neutral,0,91,626,0.23,1.5822,3,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.00057,1.0,0,massA=0.00057 massB=0.999
p2,761,25,gain,0,124,207,0.76,1.2687,0,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.2227,0.99995,0,massA=0.223 massB=0.777
p2,1190,39,mixed,178,178,567,0.32,1.0193,0,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.74317,1.0,0,massA=0.257 massB=0.743
p2,985,32,mixed,131,131,236,0.57,1.0269,2,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.99906,1.0,0,massA=0.999 massB=0.00094
p2,7,0,neutral,0,186,984,0.26,1.3755,3,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.00199,1.0,0,massA=0.00199 massB=0.998
p2,1062,35,gain,0,91,133,0.68,0.9938,1,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.43015,1.0,0,massA=0.57 massB=0.43
p2,749,24,mixed,168,168,214,0.76,0.9681,4,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.99993,1.0,0,massA=1 massB=7.48e-05
p2,690,23,neutral,0,91,626,0.23,1.5822,0,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.98309,1.0,0,massA=0.0169 massB=0.983
p2,996,33,neutral,0,142,446,0.53,1.6646,3,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.99629,1.0,0,massA=0.00371 massB=0.996
p2,846,28,neutral,0,132,181,0.76,1.0421,3,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.99265,1.0,0,massA=0.00735 massB=0.993
p2,57,1,mixed,58,58,116,0.66,1.32,3,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.99524,1.0,0,massA=0.995 massB=0.00476
p2,1182,39,gain,0,178,567,0.32,1.0193,1,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.25683,1.0,0,massA=0.743 massB=0.257
p2,308,10,neutral,0,111,278,0.58,1.4526,4,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.99931,1.0,0,massA=0.000688 massB=0.999
p2,1120,37,gain,0,151,252,0.68,1.1348,0,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.02844,1.0,0,massA=0.972 massB=0.0284
p2,725,24,neutral,0,168,214,0.76,0.9681,2,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.29421,1.0,0,massA=0.294 massB=0.706
p2,1206,3,dominant,0,46,58,1.0,1.2609,3,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.14415,1.0,0,massA=0.856 massB=0.144
p2,581,19,gain,0,64,122,0.49,0.9341,0,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.00591,1.0,0,massA=0.00591 massB=0.994
p2,119,3,mixed,46,46,158,0.33,1.1335,4,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.99835,1.0,0,massA=0.998 massB=0.00165
p2,15,0,gain,0,186,984,0.26,1.3755,2,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.94335,1.0,0,massA=0.943 massB=0.0567
p2,1037,34,gain,0,52,96,0.63,1.1631,3,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.46879,1.0,0,massA=0.469 massB=0.531
p2,647,21,gain,0,106,206,0.73,1.4187,3,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.81287,1.0,0,massA=0.813 massB=0.187
p2,1122,37,gain,0,151,252,0.68,1.1348,1,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.22816,1.0,0,massA=0.772 massB=0.228
p2,1252,26,dominant,0,59,73,1.0,1.2373,2,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.75491,1.0,0,massA=0.245 massB=0.755
p2,961,32,neutral,0,131,236,0.57,1.0269,0,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.00913,1.0,0,massA=0.00913 massB=0.991
p2,897,29,mixed,79,79,81,0.83,0.851,3,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.99331,1.0,0,massA=0.993 massB=0.00669
p2,991,33,neutral,0,142,446,0.53,1.6646,0,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.01205,1.0,0,massA=0.0121 massB=0.988
p2,680,22,mixed,81,81,163,0.72,1.4489,0,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.83548,1.0,0,massA=0.165 massB=0.835
p2,651,21,mixed,106,106,206,0.73,1.4187,0,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.95532,1.0,0,massA=0.955 massB=0.0447
p2,976,32,gain,0,131,236,0.57,1.0269,3,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.01912,1.0,0,massA=0.981 massB=0.0191
p2,807,26,mixed,59,59,151,0.36,0.9214,3,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.9679,1.0,0,massA=0.968 massB=0.0321
p2,537,17,mixed,117,117,362,0.42,1.2995,3,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.92414,1.0,0,massA=0.924 massB=0.0759
