instrument,trial_id,gamble_id,frame,anchor,sure,hi,p,ev_ratio,template_id,safe_first,gamble_letter,model,fmt,induce,p_gamble,ab_mass,excluded,note
p2,41,1,gain,0,58,116,0.66,1.32,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.70253,0.99664,0,massA=0.7 massB=0.296
p2,69,2,neutral,0,162,661,0.26,1.0609,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.29421,0.99405,0,massA=0.292 massB=0.702
p2,625,20,mixed,186,186,266,0.63,0.901,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.93721,0.99617,0,massA=0.934 massB=0.0625
p2,254,8,gain,0,62,263,0.33,1.3998,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.79819,0.99959,0,massA=0.202 massB=0.798
p2,528,17,gain,0,117,362,0.42,1.2995,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.99845,0.99838,0,massA=0.00155 massB=0.997
p2,276,9,neutral,0,49,153,0.26,0.8118,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.46102,0.99977,0,massA=0.539 massB=0.461
p2,929,30,mixed,149,149,447,0.26,0.78,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.25683,0.99341,0,massA=0.255 massB=0.738
p2,700,23,gain,0,91,626,0.23,1.5822,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.71542,0.99981,0,massA=0.285 massB=0.715
p2,908,30,neutral,0,149,447,0.26,0.78,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.90991,0.99862,0,massA=0.09 massB=0.909
p2,809,26,mixed,59,59,151,0.36,0.9214,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.16027,0.98433,0,massA=0.158 massB=0.827
p2,207,6,mixed,94,94,101,0.71,0.7629,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.75779,0.99589,0,massA=0.755 massB=0.241
p2,216,7,neutral,0,63,98,0.64,0.9956,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.6478,0.99957,0,massA=0.352 massB=0.648
p2,601,20,neutral,0,186,266,0.63,0.901,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.83332,0.99599,0,massA=0.83 massB=0.166
p2,317,10,gain,0,111,278,0.58,1.4526,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.32767,0.99971,0,massA=0.328 massB=0.672
p2,1069,35,gain,0,91,133,0.68,0.9938,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.08632,0.98716,0,massA=0.0852 massB=0.902
p2,42,1,gain,0,58,116,0.66,1.32,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.98309,0.99936,0,massA=0.0169 massB=0.982
p2,1035,34,gain,0,52,96,0.63,1.1631,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.62246,0.99633,0,massA=0.62 massB=0.376
p2,475,15,mixed,82,82,113,0.74,1.0198,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.9458,0.99656,0,massA=0.943 massB=0.054
p2,610,20,gain,0,186,266,0.63,0.901,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.82894,0.99955,0,massA=0.171 massB=0.829
p2,773,25,mixed,124,124,207,0.76,1.2687,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.38862,0.99895,0,massA=0.388 massB=0.611
p2,1269,34,dominant,0,52,110,1.0,2.1154,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.96538,0.99977,0,massA=0.965 massB=0.0346
p2,243,8,neutral,0,62,263,0.33,1.3998,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.15406,0.99988,0,massA=0.154 massB=0.846
p2,416,13,mixed,72,72,88,0.64,0.7822,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.13661,0.99922,0,massA=0.863 massB=0.137
p2,1241,20,dominant,0,186,229,1.0,1.2312,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.95114,0.99931,0,massA=0.95 massB=0.0488
p2,580,19,gain,0,64,122,0.49,0.9341,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.75779,0.99969,0,massA=0.242 massB=0.758
p2,754,25,neutral,0,124,207,0.76,1.2687,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.71859,0.99736,0,massA=0.281 massB=0.717
p2,1128,37,gain,0,151,252,0.68,1.1348,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.99788,0.9978,0,massA=0.00211 massB=0.996
p2,612,20,gain,0,186,266,0.63,0.901,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.97838,0.99874,0,massA=0.0216 massB=0.977
p2,549,18,neutral,0,41,61,0.58,0.8629,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.46879,0.99462,0,massA=0.466 massB=0.528
p2,478,15,mixed,82,82,113,0.74,1.0198,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.86704,0.99887,0,massA=0.133 massB=0.866
p2,938,31,neutral,0,51,151,0.29,0.8586,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.91611,0.99806,0,massA=0.0837 massB=0.914
p2,162,5,gain,0,162,381,0.46,1.0819,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.95915,0.99952,0,massA=0.0408 massB=0.959
p2,343,11,gain,0,54,68,0.81,1.02,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.17329,0.99952,0,massA=0.173 massB=0.826
p2,779,25,mixed,124,124,207,0.76,1.2687,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.25983,0.98733,0,massA=0.257 massB=0.731
p2,740,24,mixed,168,168,214,0.76,0.9681,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.29421,0.99668,0,massA=0.703 massB=0.293
p2,1256,28,dominant,0,132,158,1.0,1.197,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.51952,0.99907,0,massA=0.48 massB=0.519
p2,1159,38,gain,0,183,609,0.38,1.2646,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.08756,0.9921,0,massA=0.0869 massB=0.905
p2,229,7,gain,0,63,98,0.64,0.9956,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.15406,0.9715,0,massA=0.15 massB=0.822
p2,12,0,gain,0,186,984,0.26,1.3755,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.93046,0.99923,0,massA=0.0695 massB=0.93
p2,8,0,neutral,0,186,984,0.26,1.3755,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.92192,0.99812,0,massA=0.0779 massB=0.92
p2,449,14,mixed,81,81,201,0.68,1.6874,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.24799,0.98278,0,massA=0.244 massB=0.739
p2,1164,38,mixed,183,183,609,0.38,1.2646,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.30404,0.99578,0,massA=0.693 massB=0.303
p2,780,26,neutral,0,59,151,0.36,0.9214,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.59643,0.99954,0,massA=0.403 massB=0.596
p2,993,33,neutral,0,142,446,0.53,1.6646,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.33112,0.99989,0,massA=0.331 massB=0.669
p2,1086,36,neutral,0,98,227,0.47,1.0887,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.51952,0.99968,0,massA=0.48 massB=0.519
p2,344,11,gain,0,54,68,0.81,1.02,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.82219,0.99933,0,massA=0.178 massB=0.822
p2,266,8,mixed,62,62,263,0.33,1.3998,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.13478,0.99945,0,massA=0.865 massB=0.135
p2,1026,34,neutral,0,52,96,0.63,1.1631,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.65135,0.99945,0,massA=0.348 massB=0.651
p2,812,27,neutral,0,166,433,0.53,1.3825,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.76065,0.99973,0,massA=0.239 massB=0.76
p2,1108,36,mixed,98,98,227,0.47,1.0887,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.90599,0.99912,0,massA=0.0939 massB=0.905
p2,1262,31,dominant,0,51,73,1.0,1.4314,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.74614,0.99907,0,massA=0.254 massB=0.745
p2,184,6,neutral,0,94,101,0.71,0.7629,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.69596,0.99752,0,massA=0.303 massB=0.694
p2,660,22,neutral,0,81,163,0.72,1.4489,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.63341,0.99946,0,massA=0.366 massB=0.633
p2,586,19,gain,0,64,122,0.49,0.9341,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.60766,0.9999,0,massA=0.392 massB=0.608
p2,1155,38,gain,0,183,609,0.38,1.2646,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.55061,0.99918,0,massA=0.55 massB=0.449
p2,1211,5,dominant,0,162,206,1.0,1.2716,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.87748,0.99955,0,massA=0.877 massB=0.122
p2,796,26,gain,0,59,151,0.36,0.9214,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.56985,0.99993,0,massA=0.43 massB=0.57
p2,105,3,gain,0,46,158,0.33,1.1335,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.5775,0.99842,0,massA=0.577 massB=0.422
p2,485,16,neutral,0,139,234,0.6,1.0101,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.65842,0.99415,0,massA=0.655 massB=0.34
p2,127,4,neutral,0,29,71,0.55,1.3466,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.56602,0.99962,0,massA=0.566 massB=0.434
p2,365,12,neutral,0,164,541,0.38,1.2535,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.52342,0.99747,0,massA=0.522 massB=0.475
p2,1196,39,mixed,178,178,567,0.32,1.0193,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.09947,0.99965,0,massA=0.9 massB=0.0994
p2,695,23,neutral,0,91,626,0.23,1.5822,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.4649,0.9971,0,massA=0.464 massB=0.534
p2,426,14,neutral,0,81,201,0.68,1.6874,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.61878,0.99972,0,massA=0.381 massB=0.619
p2,251,8,gain,0,62,263,0.33,1.3998,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.62977,0.99762,0,massA=0.628 massB=0.369
p2,420,14,neutral,0,81,201,0.68,1.6874,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.69596,0.99946,0,massA=0.304 massB=0.696
p2,1040,34,mixed,52,52,96,0.63,1.1631,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.26588,0.99665,0,massA=0.732 massB=0.265
p2,822,27,gain,0,166,433,0.53,1.3825,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.94815,0.99951,0,massA=0.0518 massB=0.948
p2,714,23,mixed,91,91,626,0.23,1.5822,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.47658,0.993,0,massA=0.52 massB=0.473
p2,363,12,neutral,0,164,541,0.38,1.2535,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.20947,0.99989,0,massA=0.209 massB=0.79
p2,904,30,neutral,0,149,447,0.26,0.78,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.67918,0.99789,0,massA=0.32 massB=0.678
p2,210,7,neutral,0,63,98,0.64,0.9956,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.74017,0.99923,0,massA=0.26 massB=0.74
p2,911,30,gain,0,149,447,0.26,0.78,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.49609,0.99841,0,massA=0.495 massB=0.503
p2,992,33,neutral,0,142,446,0.53,1.6646,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.69264,0.99976,0,massA=0.307 massB=0.692
p2,124,4,neutral,0,29,71,0.55,1.3466,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.66192,0.99788,0,massA=0.337 massB=0.661
p2,147,4,mixed,29,29,71,0.55,1.3466,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.74317,0.99672,0,massA=0.741 massB=0.256
p2,467,15,gain,0,82,113,0.74,1.0198,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.37023,0.99973,0,massA=0.37 massB=0.63
p2,552,18,gain,0,41,61,0.58,0.8629,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.97156,0.99893,0,massA=0.0284 massB=0.971
p2,977,32,gain,0,131,236,0.57,1.0269,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.35577,0.99973,0,massA=0.356 massB=0.644
p2,310,10,gain,0,111,278,0.58,1.4526,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.76629,0.99963,0,massA=0.234 massB=0.766
p2,397,13,neutral,0,72,88,0.64,0.7822,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.4187,0.99953,0,massA=0.419 massB=0.581
p2,1129,37,gain,0,151,252,0.68,1.1348,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.09671,0.98435,0,massA=0.0952 massB=0.889
p2,626,20,mixed,186,186,266,0.63,0.901,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.13846,0.99939,0,massA=0.861 massB=0.138
p2,662,22,neutral,0,81,163,0.72,1.4489,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.68257,0.9998,0,massA=0.317 massB=0.682
p2,943,31,gain,0,51,151,0.29,0.8586,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.13117,0.99958,0,massA=0.131 massB=0.868
p2,186,6,neutral,0,94,101,0.71,0.7629,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.61878,0.99966,0,massA=0.381 massB=0.619
p2,274,9,neutral,0,49,153,0.26,0.8118,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.58889,0.99762,0,massA=0.41 massB=0.587
p2,503,16,mixed,139,139,234,0.6,1.0101,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.34865,0.99884,0,massA=0.348 massB=0.651
p2,983,32,mixed,131,131,236,0.57,1.0269,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.3522,0.99902,0,massA=0.352 massB=0.647
p2,937,31,neutral,0,51,151,0.29,0.8586,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.30736,0.99956,0,massA=0.307 massB=0.692
p2,765,25,gain,0,124,207,0.76,1.2687,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.60019,0.9986,0,massA=0.599 massB=0.399
p2,1034,34,gain,0,52,96,0.63,1.1631,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.85195,0.99892,0,massA=0.148 massB=0.851
p2,959,31,mixed,51,51,151,0.29,0.8586,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.25683,0.99013,0,massA=0.254 massB=0.736
p2,272,9,neutral,0,49,153,0.26,0.8118,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.62612,0.99978,0,massA=0.374 massB=0.626
p2,368,12,neutral,0,164,541,0.38,1.2535,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.95328,0.99847,0,massA=0.0467 massB=0.952
p2,279,9,neutral,0,49,153,0.26,0.8118,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.30736,0.99522,0,massA=0.306 massB=0.689
p2,522,17,gain,0,117,362,0.42,1.2995,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.95186,0.99949,0,massA=0.0481 massB=0.951
p2,1130,37,mixed,151,151,252,0.68,1.1348,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.23935,0.9969,0,massA=0.758 massB=0.239
p2,332,11,neutral,0,54,68,0.81,1.02,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.65842,0.99976,0,massA=0.342 massB=0.658
p2,737,24,gain,0,168,214,0.76,0.9681,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.36659,0.99971,0,massA=0.366 massB=0.633
p2,60,2,neutral,0,162,661,0.26,1.0609,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.56602,0.99949,0,massA=0.434 massB=0.566
p2,297,9,mixed,49,49,153,0.26,0.8118,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.60019,0.9958,0,massA=0.598 massB=0.398
p2,35,1,neutral,0,58,116,0.66,1.32,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.69596,0.99733,0,massA=0.694 massB=0.303
p2,386,12,mixed,164,164,541,0.38,1.2535,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.09808,0.99946,0,massA=0.901 massB=0.098
p2,280,9,gain,0,49,153,0.26,0.8118,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.62612,0.99978,0,massA=0.374 massB=0.626
p2,1073,35,mixed,91,91,133,0.68,0.9938,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.30736,0.99865,0,massA=0.307 massB=0.692
p2,181,6,neutral,0,94,101,0.71,0.7629,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.83548,0.99741,0,massA=0.833 massB=0.164
p2,925,30,mixed,149,149,447,0.26,0.78,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.94815,0.9983,0,massA=0.947 massB=0.0518
p2,493,16,gain,0,139,234,0.6,1.0101,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.21734,0.99946,0,massA=0.217 massB=0.782
p2,723,24,neutral,0,168,214,0.76,0.9681,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.5813,0.99987,0,massA=0.581 massB=0.419
p2,1198,39,mixed,178,178,567,0.32,1.0193,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.9263,0.99908,0,massA=0.0736 massB=0.925
p2,208,6,mixed,94,94,101,0.71,0.7629,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.77458,0.99911,0,massA=0.225 massB=0.774
p2,406,13,gain,0,72,88,0.64,0.7822,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.63341,0.99987,0,massA=0.367 massB=0.633
p2,697,23,neutral,0,91,626,0.23,1.5822,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.29098,0.99964,0,massA=0.291 massB=0.709
p2,761,25,gain,0,124,207,0.76,1.2687,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.58889,0.99719,0,massA=0.587 massB=0.41
p2,1190,39,mixed,178,178,567,0.32,1.0193,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.26588,0.99743,0,massA=0.732 massB=0.265
p2,985,32,mixed,131,131,236,0.57,1.0269,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.95976,0.99777,0,massA=0.958 massB=0.0401
p2,7,0,neutral,0,186,984,0.26,1.3755,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.31069,0.99959,0,massA=0.311 massB=0.689
p2,1062,35,gain,0,91,133,0.68,0.9938,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.98718,0.99914,0,massA=0.0128 massB=0.986
p2,749,24,mixed,168,168,214,0.76,0.9681,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.21469,0.98333,0,massA=0.211 massB=0.772
p2,690,23,neutral,0,91,626,0.23,1.5822,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.5851,0.99968,0,massA=0.415 massB=0.585
p2,996,33,neutral,0,142,446,0.53,1.6646,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.46879,0.99978,0,massA=0.531 massB=0.469
p2,846,28,neutral,0,132,181,0.76,1.0421,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.63703,0.99964,0,massA=0.363 massB=0.637
p2,57,1,mixed,58,58,116,0.66,1.32,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.75201,0.99669,0,massA=0.75 massB=0.247
p2,1182,39,gain,0,178,567,0.32,1.0193,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.93991,0.99944,0,massA=0.0601 massB=0.939
p2,308,10,neutral,0,111,278,0.58,1.4526,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.94335,0.99766,0,massA=0.0565 massB=0.941
p2,1120,37,gain,0,151,252,0.68,1.1348,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.84183,0.99958,0,massA=0.158 massB=0.841
p2,725,24,neutral,0,168,214,0.76,0.9681,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.70902,0.99706,0,massA=0.707 massB=0.29
p2,1206,3,dominant,0,46,58,1.0,1.2609,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.4187,0.99961,0,massA=0.581 massB=0.419
p2,581,19,gain,0,64,122,0.49,0.9341,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.62612,0.99606,0,massA=0.624 massB=0.372
p2,119,3,mixed,46,46,158,0.33,1.1335,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.27513,0.99395,0,massA=0.273 massB=0.72
p2,15,0,gain,0,186,984,0.26,1.3755,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.61138,0.99875,0,massA=0.611 massB=0.388
p2,1037,34,gain,0,52,96,0.63,1.1631,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.36297,0.99955,0,massA=0.363 massB=0.637
p2,647,21,gain,0,106,206,0.73,1.4187,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.37388,0.99976,0,massA=0.374 massB=0.626
p2,1122,37,gain,0,151,252,0.68,1.1348,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.97364,0.99937,0,massA=0.0263 massB=0.973
p2,1252,26,dominant,0,59,73,1.0,1.2373,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.89479,0.99965,0,massA=0.105 massB=0.894
p2,961,32,neutral,0,131,236,0.57,1.0269,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.77184,0.99783,0,massA=0.77 massB=0.228
p2,897,29,mixed,79,79,81,0.83,0.851,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.78531,0.99693,0,massA=0.783 massB=0.214
p2,991,33,neutral,0,142,446,0.53,1.6646,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.74909,0.99814,0,massA=0.748 massB=0.25
p2,680,22,mixed,81,81,163,0.72,1.4489,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.22542,0.9971,0,massA=0.772 massB=0.225
p2,651,21,mixed,106,106,206,0.73,1.4187,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.89181,0.98873,0,massA=0.882 massB=0.107
p2,976,32,gain,0,131,236,0.57,1.0269,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.60766,0.99994,0,massA=0.392 massB=0.608
p2,807,26,mixed,59,59,151,0.36,0.9214,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.60393,0.99608,0,massA=0.602 massB=0.395
p2,537,17,mixed,117,117,362,0.42,1.2995,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.75779,0.99754,0,massA=0.756 massB=0.242
p2,916,30,gain,0,149,447,0.26,0.78,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.43782,0.99996,0,massA=0.562 massB=0.438
p2,787,26,neutral,0,59,151,0.36,0.9214,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.38122,0.99944,0,massA=0.381 massB=0.618
p2,922,30,mixed,149,149,447,0.26,0.78,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.63703,0.99943,0,massA=0.363 massB=0.637
p2,1011,33,mixed,142,142,446,0.53,1.6646,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.90862,0.99249,0,massA=0.902 massB=0.0907
p2,314,10,gain,0,111,278,0.58,1.4526,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.78531,0.9994,0,massA=0.215 massB=0.785
p2,268,8,mixed,62,62,263,0.33,1.3998,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.91848,0.99923,0,massA=0.0815 massB=0.918
p2,220,7,gain,0,63,98,0.64,0.9956,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.84183,0.99933,0,massA=0.158 massB=0.841
p2,1131,37,mixed,151,151,252,0.68,1.1348,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.88876,0.98929,0,massA=0.879 massB=0.11
p2,454,15,neutral,0,82,113,0.74,1.0198,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.69596,0.99815,0,massA=0.303 massB=0.695
p2,1203,1,dominant,0,58,72,1.0,1.2414,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.92414,0.99973,0,massA=0.924 massB=0.0758
p2,611,20,gain,0,186,266,0.63,0.901,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.56218,0.99648,0,massA=0.56 massB=0.436
p2,1201,0,dominant,0,186,240,1.0,1.2903,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.66192,0.99859,0,massA=0.661 massB=0.338
p2,810,27,neutral,0,166,433,0.53,1.3825,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.62612,0.99961,0,massA=0.374 massB=0.626
p2,480,16,neutral,0,139,234,0.6,1.0101,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.64423,0.99935,0,massA=0.356 massB=0.644
p2,629,20,mixed,186,186,266,0.63,0.901,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.21734,0.97345,0,massA=0.212 massB=0.762
p2,446,14,mixed,81,81,201,0.68,1.6874,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.20434,0.99931,0,massA=0.795 massB=0.204
p2,731,24,gain,0,168,214,0.76,0.9681,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.58889,0.99732,0,massA=0.587 massB=0.41
p2,194,6,gain,0,94,101,0.71,0.7629,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.80317,0.99954,0,massA=0.197 massB=0.803
p2,91,3,neutral,0,46,158,0.33,1.1335,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.5775,0.99931,0,massA=0.577 massB=0.422
